Filename,Full Path,Path,Sample,Start Time,Error,Output,Check Duration (s)
21 Jump Street (2012) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/21 Jump Street (2012)/21 Jump Street (2012) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/21 Jump Street (2012),1,0,no,,2.29
21 Jump Street (2012) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/21 Jump Street (2012)/21 Jump Street (2012) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/21 Jump Street (2012),2,2738.79,no,,3.02
21 Jump Street (2012) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/21 Jump Street (2012)/21 Jump Street (2012) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/21 Jump Street (2012),3,2682.5,no,,3.69
300 (2007) Bluray-2160p.mkv,/Volumes/media/media/movies/300 (2007)/300 (2007) Bluray-2160p.mkv,/Volumes/media/media/movies/300 (2007),1,0,no,,3.66
300 (2007) Bluray-2160p.mkv,/Volumes/media/media/movies/300 (2007)/300 (2007) Bluray-2160p.mkv,/Volumes/media/media/movies/300 (2007),2,4918.05,no,,6.92
300 (2007) Bluray-2160p.mkv,/Volumes/media/media/movies/300 (2007)/300 (2007) Bluray-2160p.mkv,/Volumes/media/media/movies/300 (2007),3,3761.26,no,,5.28
50 First Dates (2004) Bluray-1080p.mkv,/Volumes/media/media/movies/50 First Dates (2004)/50 First Dates (2004) Bluray-1080p.mkv,/Volumes/media/media/movies/50 First Dates (2004),1,0,no,,1.4
50 First Dates (2004) Bluray-1080p.mkv,/Volumes/media/media/movies/50 First Dates (2004)/50 First Dates (2004) Bluray-1080p.mkv,/Volumes/media/media/movies/50 First Dates (2004),2,1191.5,no,,1.0
50 First Dates (2004) Bluray-1080p.mkv,/Volumes/media/media/movies/50 First Dates (2004)/50 First Dates (2004) Bluray-1080p.mkv,/Volumes/media/media/movies/50 First Dates (2004),3,2582.52,no,,1.89
8 Mile (2002) Bluray-1080p.mkv,/Volumes/media/media/movies/8 Mile (2002)/8 Mile (2002) Bluray-1080p.mkv,/Volumes/media/media/movies/8 Mile (2002),1,0,no,,1.59
8 Mile (2002) Bluray-1080p.mkv,/Volumes/media/media/movies/8 Mile (2002)/8 Mile (2002) Bluray-1080p.mkv,/Volumes/media/media/movies/8 Mile (2002),2,507.12,no,,2.29
8 Mile (2002) Bluray-1080p.mkv,/Volumes/media/media/movies/8 Mile (2002)/8 Mile (2002) Bluray-1080p.mkv,/Volumes/media/media/movies/8 Mile (2002),3,3340.01,no,,2.12
A Beautiful Mind (2001) Remux-1080p.mkv,/Volumes/media/media/movies/A Beautiful Mind (2001)/A Beautiful Mind (2001) Remux-1080p.mkv,/Volumes/media/media/movies/A Beautiful Mind (2001),1,0,no,,3.16
A Beautiful Mind (2001) Remux-1080p.mkv,/Volumes/media/media/movies/A Beautiful Mind (2001)/A Beautiful Mind (2001) Remux-1080p.mkv,/Volumes/media/media/movies/A Beautiful Mind (2001),2,6799.32,no,,3.89
A Beautiful Mind (2001) Remux-1080p.mkv,/Volumes/media/media/movies/A Beautiful Mind (2001)/A Beautiful Mind (2001) Remux-1080p.mkv,/Volumes/media/media/movies/A Beautiful Mind (2001),3,471.75,no,,5.58
A Bug's Life (1998) WEBDL-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Bug's Life (1998)/A Bug's Life (1998) WEBDL-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Bug's Life (1998),1,0,no,,2.82
A Bug's Life (1998) WEBDL-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Bug's Life (1998)/A Bug's Life (1998) WEBDL-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Bug's Life (1998),2,5584.23,no,,2.61
A Bug's Life (1998) WEBDL-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Bug's Life (1998)/A Bug's Life (1998) WEBDL-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Bug's Life (1998),3,2483.67,no,,3.41
A Clockwork Orange (1971) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Clockwork Orange (1971)/A Clockwork Orange (1971) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Clockwork Orange (1971),1,0,no,,1.87
A Clockwork Orange (1971) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Clockwork Orange (1971)/A Clockwork Orange (1971) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Clockwork Orange (1971),2,3316.43,no,,3.9
A Clockwork Orange (1971) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Clockwork Orange (1971)/A Clockwork Orange (1971) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Clockwork Orange (1971),3,5842.97,no,,3.77
A Good Year (2006) Bluray-1080p.mkv,/Volumes/media/media/movies/A Good Year (2006)/A Good Year (2006) Bluray-1080p.mkv,/Volumes/media/media/movies/A Good Year (2006),1,0,no,,0.57
A Good Year (2006) Bluray-1080p.mkv,/Volumes/media/media/movies/A Good Year (2006)/A Good Year (2006) Bluray-1080p.mkv,/Volumes/media/media/movies/A Good Year (2006),2,1620.97,no,,1.13
A Good Year (2006) Bluray-1080p.mkv,/Volumes/media/media/movies/A Good Year (2006)/A Good Year (2006) Bluray-1080p.mkv,/Volumes/media/media/movies/A Good Year (2006),3,4979.96,no,,1.36
A Haunting in Venice (2023) WEBDL-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Haunting in Venice (2023)/A Haunting in Venice (2023) WEBDL-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Haunting in Venice (2023),1,0,no,,2.7
A Haunting in Venice (2023) WEBDL-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Haunting in Venice (2023)/A Haunting in Venice (2023) WEBDL-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Haunting in Venice (2023),2,2741.33,no,,5.45
A Haunting in Venice (2023) WEBDL-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Haunting in Venice (2023)/A Haunting in Venice (2023) WEBDL-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Haunting in Venice (2023),3,2532.62,no,,2.44
A Quiet Place Day One (2024) WEBDL-2160p.mkv,/Volumes/media/media/movies/A Quiet Place Day One (2024)/A Quiet Place Day One (2024) WEBDL-2160p.mkv,/Volumes/media/media/movies/A Quiet Place Day One (2024),1,0,no,,3.83
A Quiet Place Day One (2024) WEBDL-2160p.mkv,/Volumes/media/media/movies/A Quiet Place Day One (2024)/A Quiet Place Day One (2024) WEBDL-2160p.mkv,/Volumes/media/media/movies/A Quiet Place Day One (2024),2,2599.39,no,,6.86
A Quiet Place Day One (2024) WEBDL-2160p.mkv,/Volumes/media/media/movies/A Quiet Place Day One (2024)/A Quiet Place Day One (2024) WEBDL-2160p.mkv,/Volumes/media/media/movies/A Quiet Place Day One (2024),3,2321.41,no,,4.78
A Quiet Place Part II (2021) Bluray-2160p Proper SDR Handbrake.mkv,/Volumes/media/media/movies/A Quiet Place Part II (2021)/A Quiet Place Part II (2021) Bluray-2160p Proper SDR Handbrake.mkv,/Volumes/media/media/movies/A Quiet Place Part II (2021),1,0,no,,3.49
A Quiet Place Part II (2021) Bluray-2160p Proper SDR Handbrake.mkv,/Volumes/media/media/movies/A Quiet Place Part II (2021)/A Quiet Place Part II (2021) Bluray-2160p Proper SDR Handbrake.mkv,/Volumes/media/media/movies/A Quiet Place Part II (2021),2,5566.61,no,,3.6
A Quiet Place Part II (2021) Bluray-2160p Proper SDR Handbrake.mkv,/Volumes/media/media/movies/A Quiet Place Part II (2021)/A Quiet Place Part II (2021) Bluray-2160p Proper SDR Handbrake.mkv,/Volumes/media/media/movies/A Quiet Place Part II (2021),3,3911.1,no,,4.78
A Star Is Born (2018) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Star Is Born (2018)/A Star Is Born (2018) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Star Is Born (2018),1,0,no,,3.9
A Star Is Born (2018) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Star Is Born (2018)/A Star Is Born (2018) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Star Is Born (2018),2,5170.41,no,,5.63
A Star Is Born (2018) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Star Is Born (2018)/A Star Is Born (2018) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/A Star Is Born (2018),3,6209.15,no,,4.1
A.I. Artificial Intelligence (2001) Bluray-1080p.mkv,/Volumes/media/media/movies/A.I. Artificial Intelligence (2001)/A.I. Artificial Intelligence (2001) Bluray-1080p.mkv,/Volumes/media/media/movies/A.I. Artificial Intelligence (2001),1,0,no,,1.48
A.I. Artificial Intelligence (2001) Bluray-1080p.mkv,/Volumes/media/media/movies/A.I. Artificial Intelligence (2001)/A.I. Artificial Intelligence (2001) Bluray-1080p.mkv,/Volumes/media/media/movies/A.I. Artificial Intelligence (2001),2,1698.3,yes,"[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 1 >= 1
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 4 >= 4
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 8 >= 8
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 11 >= 11
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 18 >= 18
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 25 >= 25
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 28 >= 28
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 32 >= 32
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 35 >= 35
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 42 >= 42
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 49 >= 49
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 52 >= 52
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 56 >= 56
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 59 >= 59
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 66 >= 66
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 73 >= 73
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 76 >= 76
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 80 >= 80
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 83 >= 83
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 90 >= 90
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 97 >= 97
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 100 >= 100
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 104 >= 104
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 107 >= 107
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 114 >= 114
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 121 >= 121
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 124 >= 124
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 128 >= 128
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 131 >= 131
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 138 >= 138
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 145 >= 145
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 148 >= 148
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 152 >= 152
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 155 >= 155
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 162 >= 162
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 169 >= 169
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 172 >= 172
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 176 >= 176
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 179 >= 179
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 186 >= 186
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 193 >= 193
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 196 >= 196
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 200 >= 200
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 203 >= 203
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 210 >= 210
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 217 >= 217
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 220 >= 220
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 224 >= 224
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 227 >= 227
[null @ 0x11f607140] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 234 >= 234",1.38
A.I. Artificial Intelligence (2001) Bluray-1080p.mkv,/Volumes/media/media/movies/A.I. Artificial Intelligence (2001)/A.I. Artificial Intelligence (2001) Bluray-1080p.mkv,/Volumes/media/media/movies/A.I. Artificial Intelligence (2001),3,239.44,no,,2.14
Ace Ventura Pet Detective (1994) Bluray-1080p.mkv,/Volumes/media/media/movies/Ace Ventura Pet Detective (1994)/Ace Ventura Pet Detective (1994) Bluray-1080p.mkv,/Volumes/media/media/movies/Ace Ventura Pet Detective (1994),1,0,no,,1.38
Ace Ventura Pet Detective (1994) Bluray-1080p.mkv,/Volumes/media/media/movies/Ace Ventura Pet Detective (1994)/Ace Ventura Pet Detective (1994) Bluray-1080p.mkv,/Volumes/media/media/movies/Ace Ventura Pet Detective (1994),2,1870.96,no,,4.92
Ace Ventura Pet Detective (1994) Bluray-1080p.mkv,/Volumes/media/media/movies/Ace Ventura Pet Detective (1994)/Ace Ventura Pet Detective (1994) Bluray-1080p.mkv,/Volumes/media/media/movies/Ace Ventura Pet Detective (1994),3,117.54,no,,3.04
Air (2023) WEBDL-2160p.mp4,/Volumes/media/media/movies/Air (2023)/Air (2023) WEBDL-2160p.mp4,/Volumes/media/media/movies/Air (2023),1,0,no,,4.78
Air (2023) WEBDL-2160p.mp4,/Volumes/media/media/movies/Air (2023)/Air (2023) WEBDL-2160p.mp4,/Volumes/media/media/movies/Air (2023),2,3683.4,no,,6.79
Air (2023) WEBDL-2160p.mp4,/Volumes/media/media/movies/Air (2023)/Air (2023) WEBDL-2160p.mp4,/Volumes/media/media/movies/Air (2023),3,1921.02,no,,8.32
Air Force One (1997) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/Air Force One (1997)/Air Force One (1997) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/Air Force One (1997),1,0,no,,4.43
Air Force One (1997) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/Air Force One (1997)/Air Force One (1997) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/Air Force One (1997),2,4873.01,no,,4.37
Air Force One (1997) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/Air Force One (1997)/Air Force One (1997) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/Air Force One (1997),3,4818.46,no,,5.22
Aladdin (1992) WEBDL-2160p.mkv,/Volumes/media/media/movies/Aladdin (1992)/Aladdin (1992) WEBDL-2160p.mkv,/Volumes/media/media/movies/Aladdin (1992),1,0,no,,7.34
Aladdin (1992) WEBDL-2160p.mkv,/Volumes/media/media/movies/Aladdin (1992)/Aladdin (1992) WEBDL-2160p.mkv,/Volumes/media/media/movies/Aladdin (1992),2,1625.3,no,,7.05
Aladdin (1992) WEBDL-2160p.mkv,/Volumes/media/media/movies/Aladdin (1992)/Aladdin (1992) WEBDL-2160p.mkv,/Volumes/media/media/movies/Aladdin (1992),3,883.39,no,,7.25
Aladdin (2019) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/Aladdin (2019)/Aladdin (2019) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/Aladdin (2019),1,0,no,,4.06
Aladdin (2019) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/Aladdin (2019)/Aladdin (2019) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/Aladdin (2019),2,5989.59,no,,5.36
Aladdin (2019) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/Aladdin (2019)/Aladdin (2019) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/Aladdin (2019),3,2206.47,no,,5.03
Ali G Indahouse (2002) Remux-1080p.mkv,/Volumes/media/media/movies/Ali G Indahouse (2002)/Ali G Indahouse (2002) Remux-1080p.mkv,/Volumes/media/media/movies/Ali G Indahouse (2002),1,0,no,,1.23
Ali G Indahouse (2002) Remux-1080p.mkv,/Volumes/media/media/movies/Ali G Indahouse (2002)/Ali G Indahouse (2002) Remux-1080p.mkv,/Volumes/media/media/movies/Ali G Indahouse (2002),2,3920.45,no,,2.29
Ali G Indahouse (2002) Remux-1080p.mkv,/Volumes/media/media/movies/Ali G Indahouse (2002)/Ali G Indahouse (2002) Remux-1080p.mkv,/Volumes/media/media/movies/Ali G Indahouse (2002),3,5033.87,no,,2.37
Alice in Wonderland (1951) Bluray-1080p.mkv,/Volumes/media/media/movies/Alice in Wonderland (1951)/Alice in Wonderland (1951) Bluray-1080p.mkv,/Volumes/media/media/movies/Alice in Wonderland (1951),1,0,no,,1.49
Alice in Wonderland (1951) Bluray-1080p.mkv,/Volumes/media/media/movies/Alice in Wonderland (1951)/Alice in Wonderland (1951) Bluray-1080p.mkv,/Volumes/media/media/movies/Alice in Wonderland (1951),2,300.98,no,,2.89
Alice in Wonderland (1951) Bluray-1080p.mkv,/Volumes/media/media/movies/Alice in Wonderland (1951)/Alice in Wonderland (1951) Bluray-1080p.mkv,/Volumes/media/media/movies/Alice in Wonderland (1951),3,4197.42,yes,"[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 13 >= 13
[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 20 >= 20
[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 37 >= 37
[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 44 >= 44
[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 61 >= 61
[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 68 >= 68
[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 85 >= 85
[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 92 >= 92
[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 109 >= 109
[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 116 >= 116
[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 133 >= 133
[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 140 >= 140
[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 157 >= 157
[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 164 >= 164
[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 181 >= 181
[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 188 >= 188
[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 205 >= 205
[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 212 >= 212
[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 229 >= 229
[null @ 0x137e07080] Application provided invalid, non monotonically increasing dts to muxer in stream 0: 236 >= 236",2.05
Along Came Polly (2004) Bluray-1080p.mkv,/Volumes/media/media/movies/Along Came Polly (2004)/Along Came Polly (2004) Bluray-1080p.mkv,/Volumes/media/media/movies/Along Came Polly (2004),1,0,no,,0.93
Along Came Polly (2004) Bluray-1080p.mkv,/Volumes/media/media/movies/Along Came Polly (2004)/Along Came Polly (2004) Bluray-1080p.mkv,/Volumes/media/media/movies/Along Came Polly (2004),2,1721.97,no,,0.82
Along Came Polly (2004) Bluray-1080p.mkv,/Volumes/media/media/movies/Along Came Polly (2004)/Along Came Polly (2004) Bluray-1080p.mkv,/Volumes/media/media/movies/Along Came Polly (2004),3,327.25,no,,1.77
American Beauty (1999) Remux-1080p.mkv,/Volumes/media/media/movies/American Beauty (1999)/American Beauty (1999) Remux-1080p.mkv,/Volumes/media/media/movies/American Beauty (1999),1,0,no,,1.04
American Beauty (1999) Remux-1080p.mkv,/Volumes/media/media/movies/American Beauty (1999)/American Beauty (1999) Remux-1080p.mkv,/Volumes/media/media/movies/American Beauty (1999),2,1833.42,no,,3.13
American Beauty (1999) Remux-1080p.mkv,/Volumes/media/media/movies/American Beauty (1999)/American Beauty (1999) Remux-1080p.mkv,/Volumes/media/media/movies/American Beauty (1999),3,6033.94,no,,2.7
American Gangster (2007) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/American Gangster (2007)/American Gangster (2007) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/American Gangster (2007),1,0,no,,3.01
American Gangster (2007) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/American Gangster (2007)/American Gangster (2007) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/American Gangster (2007),2,2447.39,no,,4.62
American Gangster (2007) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/American Gangster (2007)/American Gangster (2007) Bluray-2160p SDR Handbrake.mkv,/Volumes/media/media/movies/American Gangster (2007),3,5035.07,no,,4.65
American History X (1998) Bluray-1080p Proper.mkv,/Volumes/media/media/movies/American History X (1998)/American History X (1998) Bluray-1080p Proper.mkv,/Volumes/media/media/movies/American History X (1998),1,0,no,,0.78
American History X (1998) Bluray-1080p Proper.mkv,/Volumes/media/media/movies/American History X (1998)/American History X (1998) Bluray-1080p Proper.mkv,/Volumes/media/media/movies/American History X (1998),2,5714.71,no,,0.96
American History X (1998) Bluray-1080p Proper.mkv,/Volumes/media/media/movies/American History X (1998)/American History X (1998) Bluray-1080p Proper.mkv,/Volumes/media/media/movies/American History X (1998),3,5685.07,no,,0.79
American Pie (1999) Bluray-1080p.mkv,/Volumes/media/media/movies/American Pie (1999)/American Pie (1999) Bluray-1080p.mkv,/Volumes/media/media/movies/American Pie (1999),1,0,no,,0.93
American Pie (1999) Bluray-1080p.mkv,/Volumes/media/media/movies/American Pie (1999)/American Pie (1999) Bluray-1080p.mkv,/Volumes/media/media/movies/American Pie (1999),2,1047.52,no,,1.65
American Pie (1999) Bluray-1080p.mkv,/Volumes/media/media/movies/American Pie (1999)/American Pie (1999) Bluray-1080p.mkv,/Volumes/media/media/movies/American Pie (1999),3,581.12,no,,1.69
