Filename,Full Path,Path,Sample,Start Time,Error,Output,Check Duration (s)
71° North - Team - S01E15 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1/71° North - Team - S01E15 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1,2,1581.08,no,,1.94
71° North - Team - S01E16 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1/71° North - Team - S01E16 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1,1,0,no,,0.72
71° North - Team - S01E16 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1/71° North - Team - S01E16 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1,2,75.87,no,,1.92
71° North - Team - S01E17 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1/71° North - Team - S01E17 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1,1,0,no,,0.74
71° North - Team - S01E17 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1/71° North - Team - S01E17 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1,2,2245.85,no,,3.12
71° North - Team - S01E18 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1/71° North - Team - S01E18 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1,1,0,no,,0.72
71° North - Team - S01E18 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1/71° North - Team - S01E18 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1,2,2069.96,no,,1.15
71° North - Team - S01E19 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1/71° North - Team - S01E19 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1,1,0,no,,1.07
71° North - Team - S01E19 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1/71° North - Team - S01E19 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1,2,2388.32,no,,1.73
71° North - Team - S01E20 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1/71° North - Team - S01E20 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1,1,0,no,,0.93
71° North - Team - S01E20 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1/71° North - Team - S01E20 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1,2,1781.39,no,,1.49
71° North - Team - S01E21 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1/71° North - Team - S01E21 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1,1,0,no,,1.4
71° North - Team - S01E21 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1/71° North - Team - S01E21 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 1,2,1789.72,no,,1.98
71° North - Team - S02E01 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E01 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,1,0,no,,1.93
71° North - Team - S02E01 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E01 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,2,972.39,no,,3.31
71° North - Team - S02E02 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E02 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,1,0,no,,1.5
71° North - Team - S02E02 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E02 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,2,2037.36,no,,2.77
71° North - Team - S02E03 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E03 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,1,0,no,,1.13
71° North - Team - S02E03 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2/71° North - Team - S02E03 - TBA WEBDL-1080p.mkv,/Volumes/media/media/tv/71° North - Team/Season 2,2,1225.64,no,,3.19
