"File","Extension","File Path","Filename","File Size","Container Format","Codec","Codec Long Name","Profile","Level","Bitrate","Width","Height","Color Space","Color Primaries","Color Transfer","Color Range","Chroma Location","Field Order","Refs","Bits per Raw Sample","Pixel Format","HDR","Bit Depth","Duration","Frame Rate","Audio Codecs","Audio Codec Long Names","Audio Channels","Audio Sample Rates","Audio Bitrates","Audio Bit Depth","Audio Stream Count","Subtitle Languages","Subtitle Formats","Subtitle Stream Count","Creation Date","Modification Date","Issue Detected","Issue Description"
"/Volumes/media/media/movies/Winnie the Pooh (2011)/Winnie the Pooh (2011) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/Winnie the Pooh (2011)","Winnie the Pooh (2011) Bluray-1080p.mkv","4444477178","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","9397708","1920","1080","N/A","N/A","N/A","tv","left","progressive","1","N/A","yuv420p","No","N/A","3783.456000","23.976","dts, dts, ac3, ac3, ac3, ac3","DCA (DTS Coherent Acoustics), DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3)","6, 6, 6, 6, 6, 6","48000, 48000, 48000, 48000, 48000, 48000","N/A, 1536000, 640000, 640000, 640000, 640000","24, N/A, N/A, N/A, N/A, N/A","6","eng, eng, swe, fin, nor, dan","dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle","6","1724597248.6589384","1724597248.6589384","Yes","Non-standard audio codec(s): dts, dts && Potentially problematic subtitle format(s): dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle && High number of subtitle streams: 6 && Multiple audio streams: 6"
"/Volumes/media/media/movies/Wreck-It Ralph (2012)/Wreck-It Ralph (2012) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/Wreck-It Ralph (2012)","Wreck-It Ralph (2012) Bluray-1080p.mkv","2790668027","matroska,webm","hevc (+1)","H.265 / HEVC (High Efficiency Video Coding) (+1)","Main 10 (+1)","120 (+1)","3675839","1920","804","bt709","N/A","N/A","tv","left","progressive","1","N/A","yuv420p10le","No","10","6073.536000","23.976","dts, ac3","DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)","6, 6","48000, 48000","1536000, 640000","N/A, N/A","2","eng, eng, eng, eng, nor, nor","ass, ass, subrip, subrip, subrip, subrip","6","1724597792.603412","1724597792.603412","Yes","Non-standard video codec: hevc (+1) && Non-standard audio codec(s): dts && Non-standard resolution: 1920x804 && High bit depth video: 10-bit && High number of subtitle streams: 6"
"/Volumes/media/media/movies/Wyclef Jean All Star Jam at Carnegie Hall (2007)/Wyclef Jean All Star Jam at Carnegie Hall (2007) SDTV.mkv","mkv","/Volumes/media/media/movies/Wyclef Jean All Star Jam at Carnegie Hall (2007)","Wyclef Jean All Star Jam at Carnegie Hall (2007) SDTV.mkv","802242991","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","90","1114419","640","480","bt709","bt709","bt709","tv","left","progressive","1","N/A","yuv420p","No","N/A","5759.000000","25.000","aac","AAC (Advanced Audio Coding)","2","44100","N/A","N/A","1","","","0","1724595922.5575354","1724595922.5575354","Yes","Unknown metadata: Some file information couldn't be determined && Non-standard resolution: 640x480"
"/Volumes/media/media/movies/Zombieland (2009)/Zombieland (2009) Remux-2160p.mkv","mkv","/Volumes/media/media/movies/Zombieland (2009)","Zombieland (2009) Remux-2160p.mkv","38878157975","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","153","59104748","3840","2160","bt2020nc","bt2020","smpte2084","tv","topleft","N/A","1","N/A","yuv420p10le","Yes","10","5262.272000","23.976","truehd, ac3, ac3","TrueHD, ATSC A/52A (AC-3), ATSC A/52A (AC-3)","8, 6, 2","48000, 48000, 48000","N/A, 640000, 192000","24, N/A, N/A","3","eng, eng, ara, bul, chi, chi, hrv, cze, dan, dut, est, fin, fre, fre, ger, gre, heb, hin, hun, ice, ita, jpn, kor, lit, nor, pol, por, por, rum, rus, srp, slo, slv, spa, spa, swe, tha, tur, ukr, eng, dut, fre, ger, ita, por, spa, spa","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","47","1697665945.8678858","1697665945.8678858","Yes","Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (59.10 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 47"
"/Volumes/media/media/movies/Zombieland Double Tap (2019)/Zombieland Double Tap (2019) WEBDL-2160p.mkv","mkv","/Volumes/media/media/movies/Zombieland Double Tap (2019)","Zombieland Double Tap (2019) WEBDL-2160p.mkv","11292904235","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","150","15182733","3840","1592","N/A","N/A","N/A","tv","left","N/A","1","N/A","yuv420p10le","No","10","5950.393000","23.976","eac3","ATSC A/52B (AC-3, E-AC-3)","6","48000","768000","N/A","1","eng, eng, eng, ara, bul, chi, chi, cze, dan, ger, gre, spa, spa, fin, fre, heb, hun, ind, ita, jpn, kor, nob, dut, pol, por, por, rus, slo, slv, swe, tha, tur, ukr, vie, chi","subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip","35","1697826110.9514525","1697826110.9514525","Yes","Non-standard resolution: 3840x1592 && High bit depth video: 10-bit && High number of subtitle streams: 35"
"/Volumes/media/media/movies/Zootopia (2016)/Zootopia (2016) Bluray-1080p Proper.mp4","mp4","/Volumes/media/media/movies/Zootopia (2016)","Zootopia (2016) Bluray-1080p Proper.mp4","1816739928","mov,mp4,m4a,3gp,3g2,mj2","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","120","2231717","1920","804","N/A","N/A","N/A","tv","left","N/A","1","N/A","yuv420p10le","No","10","6512.438000","23.976","aac","AAC (Advanced Audio Coding)","6","48000","224000","N/A","1","","","0","1697824145.068753","1697824145.068753","Yes","Unknown metadata: Some file information couldn't be determined && Non-standard resolution: 1920x804 && High bit depth video: 10-bit"
"/Volumes/media/media/movies/The Truman Show (1998)/The Truman Show (1998) Remux-2160p SDR Handbrake.mkv","mkv","/Volumes/media/media/movies/The Truman Show (1998)","The Truman Show (1998) Remux-2160p SDR Handbrake.mkv","15555670049","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","150","20156081","3840","2076","bt709","bt709","bt709","tv","topleft","N/A","1","N/A","yuv420p","No","N/A","6174.085000","23.976","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","","","0","1724074622.9063582","1724074622.9063582","Yes","Unknown metadata: Some file information couldn't be determined && High bitrate (20.16 Mbps) may cause buffering && Non-standard resolution: 3840x2076"
"/Volumes/media/media/movies/GoodFellas (1990)/GoodFellas (1990) Remux-2160p SDR Handbrake.mkv","mkv","/Volumes/media/media/movies/GoodFellas (1990)","GoodFellas (1990) Remux-2160p SDR Handbrake.mkv","21524940750","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","150","19743547","3840","2160","bt709","bt709","bt709","tv","topleft","N/A","1","N/A","yuv420p","No","N/A","8721.813000","23.976","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","","","0","1724173624.2036967","1724173624.2036967","Yes","Unknown metadata: Some file information couldn't be determined"
"/Volumes/media/media/movies/The Wolf of Wall Street (2013)/The Wolf of Wall Street (2013) Remux-2160p Proper SDR Handbrake.mkv","mkv","/Volumes/media/media/movies/The Wolf of Wall Street (2013)","The Wolf of Wall Street (2013) Remux-2160p Proper SDR Handbrake.mkv","27214896638","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","150","20167789","3840","1600","bt709","bt709","bt709","tv","topleft","N/A","1","N/A","yuv420p","No","N/A","10795.391000","23.976","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","","","0","1723261717.319584","1723261717.319584","Yes","Unknown metadata: Some file information couldn't be determined && High bitrate (20.17 Mbps) may cause buffering && Non-standard resolution: 3840x1600"
"/Volumes/media/media/movies/Harry Potter and the Chamber of Secrets (2002)/Harry Potter and the Chamber of Secrets (2002) Remux-2160p SDR Handbrake.mkv","mkv","/Volumes/media/media/movies/Harry Potter and the Chamber of Secrets (2002)","Harry Potter and the Chamber of Secrets (2002) Remux-2160p SDR Handbrake.mkv","23373231334","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","150","19359214","3840","1600","bt709","bt709","bt709","tv","topleft","N/A","1","N/A","yuv420p","No","N/A","9658.752000","23.976","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","","","0","1723202087.179414","1723202087.179414","Yes","Unknown metadata: Some file information couldn't be determined && Non-standard resolution: 3840x1600"
"/Volumes/media/media/movies/Groundhog Day (1993)/Groundhog Day (1993) Remux-2160p SDR Handbrake.mkv","mkv","/Volumes/media/media/movies/Groundhog Day (1993)","Groundhog Day (1993) Remux-2160p SDR Handbrake.mkv","14866652061","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","150","19612654","3840","2076","bt709","bt709","bt709","tv","topleft","N/A","1","N/A","yuv420p","No","N/A","6064.106000","23.976","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","","","0","1723172572.2364292","1723172572.2364292","Yes","Unknown metadata: Some file information couldn't be determined && Non-standard resolution: 3840x2076"
"/Volumes/media/media/movies/Catch Me If You Can (2002)/Catch Me If You Can (2002) Remux-1080p.mkv","mkv","/Volumes/media/media/movies/Catch Me If You Can (2002)","Catch Me If You Can (2002) Remux-1080p.mkv","10311965791","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","9770782","1920","1080","N/A","N/A","N/A","tv","left","progressive","1","N/A","yuv420p","No","N/A","8443.103000","23.976","dts","DCA (DTS Coherent Acoustics)","6","48000","N/A","24","1","eng, eng, fre, por, spa, spa, dan, ger, ita, jpn, dut, nor, fin, swe","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","14","1724517054.142524","1724517054.142524","Yes","Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High number of subtitle streams: 14"
"/Volumes/media/media/movies/American Beauty (1999)/American Beauty (1999) Remux-1080p.mkv","mkv","/Volumes/media/media/movies/American Beauty (1999)","American Beauty (1999) Remux-1080p.mkv","6501658879","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","7125138","1920","1080","bt709","bt709","bt709","tv","left","progressive","1","N/A","yuv420p","No","N/A","7299.966000","23.976","dts","DCA (DTS Coherent Acoustics)","6","48000","N/A","24","1","eng, ger, spa, fre, ita, dut, nor, fin, swe, dan, jpn","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","11","1724543561.5467658","1724543561.5467658","Yes","Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High number of subtitle streams: 11"
"/Volumes/media/media/movies/Ant-Man and the Wasp (2018)/Ant-Man and the Wasp (2018) WEBDL-2160p.mkv","mkv","/Volumes/media/media/movies/Ant-Man and the Wasp (2018)","Ant-Man and the Wasp (2018) WEBDL-2160p.mkv","14816710219","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","150","16728667","3840","2160","N/A","N/A","N/A","pc","left","N/A","1","N/A","yuv420p10le","No","10","7085.662000","23.976","eac3","ATSC A/52B (AC-3, E-AC-3)","6","48000","768000","N/A","1","eng, eng, cze, dan, ger, gre, spa, fin, fre, fre, hun, ice, ita, jpn, kor, dut, nor, pol, por, por, rum, slo, swe, tur, chi, chi, chi, spa, fre, por","subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip","30","1710275826.0","1710275826.0","Yes","High bit depth video: 10-bit && High number of subtitle streams: 30"
"/Volumes/media/media/movies/Shang-Chi and the Legend of the Ten Rings (2021)/Shang-Chi and the Legend of the Ten Rings (2021) Remux-2160p.mkv","mkv","/Volumes/media/media/movies/Shang-Chi and the Legend of the Ten Rings (2021)","Shang-Chi and the Legend of the Ten Rings (2021) Remux-2160p.mkv","50832323454","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","153","51211906","3840","2160","bt2020nc","bt2020","smpte2084","tv","topleft","N/A","1","N/A","yuv420p10le","Yes","10","7940.704000","23.976","truehd, ac3","TrueHD, ATSC A/52A (AC-3)","8, 6","48000, 48000","N/A, 640000","24, N/A","2","dan, fin, nor, swe","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","4","1697604581.6508644","1697604581.6508644","Yes","Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (51.21 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping"
"/Volumes/media/media/movies/Harry Potter and the Order of the Phoenix (2007)/Harry Potter and the Order of the Phoenix (2007) Remux-2160p SDR Handbrake.mkv","mkv","/Volumes/media/media/movies/Harry Potter and the Order of the Phoenix (2007)","Harry Potter and the Order of the Phoenix (2007) Remux-2160p SDR Handbrake.mkv","20105524808","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","150","19394147","3840","1600","bt709","bt709","bt709","tv","topleft","N/A","1","N/A","yuv420p","No","N/A","8293.440000","23.976","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","","","0","1723257275.9555943","1723257275.9555943","Yes","Unknown metadata: Some file information couldn't be determined && Non-standard resolution: 3840x1600"
"/Volumes/media/media/movies/Pulp Fiction (1994)/Pulp Fiction (1994) Remux-2160p.mkv","mkv","/Volumes/media/media/movies/Pulp Fiction (1994)","Pulp Fiction (1994) Remux-2160p.mkv","83507516874","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","153","72061548","3840","2160","bt2020nc","bt2020","smpte2084","tv","topleft","N/A","1","N/A","yuv420p10le","Yes","10","9270.688000","23.976","dts, ac3","DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)","6, 2","48000, 48000","N/A, 192000","24, N/A","2","eng, eng, chi, chi, cze, dan, dut, fin, fre, ger, ita, ita, jpn, kor, nor, pol, por, rus, spa, spa, swe, eng, cze, ger","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","24","1697604574.6208222","1697604574.6208222","Yes","Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (72.06 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 24"
"/Volumes/media/media/movies/The Godfather Part III (1990)/The Godfather Part III (1990) Remux-2160p.mkv","mkv","/Volumes/media/media/movies/The Godfather Part III (1990)","The Godfather Part III (1990) Remux-2160p.mkv","80973325360","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","153","68362149","3840","2160","bt2020nc","bt2020","smpte2084","tv","topleft","N/A","1","N/A","yuv420p10le","Yes","10","9475.808000","23.976","truehd, ac3","TrueHD, ATSC A/52A (AC-3)","6, 6","48000, 48000","N/A, 640000","24, N/A","2","eng, eng, eng, ara, chi, chi, chi, cze, dan, dut, fin, fre, ger, gre, hin, ita, jpn, kor, nor, pol, por, por, rum, rus, slo, spa, spa, swe, tha","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","29","1697604578.8548477","1697604578.8548477","Yes","Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (68.36 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 29"
