File	Extension	File Path	Filename	File Size	Container Format	Codec	Codec Long Name	Profile	Level	Bitrate	Width	Height	Color Space	Color Primaries	Color Transfer	Color Range	Chroma Location	Field Order	Refs	Bits per Raw Sample	Pixel Format	HDR	Bit Depth	Duration	Frame Rate	Audio Codecs	Audio Codec Long Names	Audio Channels	Audio Sample Rates	Audio Bitrates	Audio Bit Depth	Audio Stream Count	Subtitle Languages	Subtitle Formats	Subtitle Stream Count	Creation Date	Modification Date
/Volumes/media/media/movies/The Italian Job (2003)/The Italian Job (2003) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/The Italian Job (2003)	The Italian Job (2003) Bluray-1080p.mkv	4156566784	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	5008057	1920	800	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	6639.807000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	1536000	N/A	1			0	1724591143.2642841	1724591143.2642841
/Volumes/media/media/movies/The 40 Year Old Virgin (2005)/The 40 Year Old Virgin (2005) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/The 40 Year Old Virgin (2005)	The 40 Year Old Virgin (2005) Bluray-1080p.mkv	2173814074	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	2188166	1920	1040	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	7947.526000	23.976	aac, ac3	AAC (Advanced Audio Coding), ATSC A/52A (AC-3)	2, 6	48000, 48000	N/A, 224000	N/A, N/A	2	fre, eng	hdmv_pgs_subtitle, hdmv_pgs_subtitle	2	1724599723.1863613	1724599723.1863613
/Volumes/media/media/movies/American Pie (1999)/American Pie (1999) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/American Pie (1999)	American Pie (1999) Bluray-1080p.mkv	3059993887	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	4266536	1920	1044	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	5737.663000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	1536000	N/A	1	eng	hdmv_pgs_subtitle	1	1724542966.8501492	1724542966.8501492
/Volumes/media/media/movies/EuroTrip (2004)/EuroTrip (2004) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/EuroTrip (2004)	EuroTrip (2004) Bluray-1080p.mkv	5333000531	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	7892178	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	5405.859000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	6, 2	48000, 48000	N/A, 224000	24, N/A	2	eng, fre, spa	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	3	1724541405.5883992	1724541405.5883992
/Volumes/media/media/movies/Anchorman 2 The Legend Continues (2013)/Anchorman 2 The Legend Continues (2013) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Anchorman 2 The Legend Continues (2013)	Anchorman 2 The Legend Continues (2013) Bluray-1080p.mkv	4262191347	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	4616886	1920	800	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	7385.395000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	N/A	24	1	eng, eng, fre, spa	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	4	1724544519.2262459	1724544519.2262459
/Volumes/media/media/movies/Gravity (2013)/Gravity (2013) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Gravity (2013)	Gravity (2013) Bluray-1080p.mkv	2021368041	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	120	2962527	1920	800	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	5458.496000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	448000	N/A	1	eng	dvd_subtitle	1	1697776201.642351	1697776201.642351
/Volumes/media/media/movies/Dumb and Dumber (1994)/Dumb and Dumber (1994) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Dumb and Dumber (1994)	Dumb and Dumber (1994) Bluray-1080p.mkv	4135001482	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	4885837	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	6770.592000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	640000	N/A	1	chi, dan, eng, spa, gre, pol, rum, srp, swe, tur	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	10	1724509465.013283	1724509465.013283
/Volumes/media/media/movies/Lethal Weapon 2 (1989)/Lethal Weapon 2 (1989) Bluray-1080p.mp4	mp4	/Volumes/media/media/movies/Lethal Weapon 2 (1989)	Lethal Weapon 2 (1989) Bluray-1080p.mp4	1915458210	mov,mp4,m4a,3gp,3g2,mj2	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	120	2231442	1920	800	N/A	N/A	N/A	tv	left	N/A	1	N/A	yuv420p10le	No	10	6867.157000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	224000	N/A	1			0	1697776735.0569339	1697776735.0569339
/Volumes/media/media/movies/Lethal Weapon (1987)/Lethal Weapon (1987) Bluray-1080p.mp4	mp4	/Volumes/media/media/movies/Lethal Weapon (1987)	Lethal Weapon (1987) Bluray-1080p.mp4	1834019597	mov,mp4,m4a,3gp,3g2,mj2	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	120	2230816	1920	1080	N/A	N/A	N/A	tv	left	N/A	1	N/A	yuv420p10le	No	10	6577.035000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	224000	N/A	1			0	1697776832.6105893	1697776832.6105893
/Volumes/media/media/movies/Mr. & Mrs. Smith (2005)/Mr. & Mrs. Smith (2005) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Mr. & Mrs. Smith (2005)	Mr. & Mrs. Smith (2005) Bluray-1080p.mkv	5729489131	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	6084324	1920	816	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	7533.443000	23.976	dts, dts	DCA (DTS Coherent Acoustics), DCA (DTS Coherent Acoustics)	6, 6	48000, 48000	1536000, 1536000	N/A, N/A	2	eng, tur	subrip, subrip	2	1724576794.747283	1724576794.747283
/Volumes/media/media/movies/Babel (2006)/Babel (2006) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Babel (2006)	Babel (2006) Bluray-1080p.mkv	3403638432	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	3168899	1920	1040	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	8592.608000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	640000	N/A	1	eng, eng	subrip, subrip	2	1724570492.263489	1724570492.263489
/Volumes/media/media/movies/Slumdog Millionaire (2008)/Slumdog Millionaire (2008) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Slumdog Millionaire (2008)	Slumdog Millionaire (2008) Bluray-1080p.mkv	2767496851	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	120	3058751	1920	820	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	7238.240000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	448000	N/A	1	eng, fra, spa	dvd_subtitle, dvd_subtitle, dvd_subtitle	3	1697778960.891129	1697778960.891129
/Volumes/media/media/movies/Her (2013)/Her (2013) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Her (2013)	Her (2013) Bluray-1080p.mkv	2679309855	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	2838845	1920	1036	bt709	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	7550.420000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	1536000	N/A	1	ara, por, bul, hrv, cze, dan, dut, eng, eng, fre, fre, gre, heb, hun, ita, pol, por, rum, rus, srp, slv, spa, spa, tur	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	24	1724542584.9124348	1724542584.9124348
/Volumes/media/media/movies/Sin City (2005)/Sin City (2005) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Sin City (2005)	Sin City (2005) Bluray-1080p.mkv	7141794058	matroska,webm	hevc (+1)	H.265 / HEVC (High Efficiency Video Coding) (+1)	Main (+1)	120 (+1)	6717591	1920	1040	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	8505.184000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	1024000	N/A	1	eng, spa, por	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	3	1724584328.5785518	1724584328.5785518
/Volumes/media/media/movies/Road Trip (2000)/Road Trip (2000) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Road Trip (2000)	Road Trip (2000) Bluray-1080p.mkv	6776966064	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	9589885	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	5653.428000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	N/A	24	1			0	1724580768.1169574	1724580768.1169574
/Volumes/media/media/movies/Wayne's World (1992)/Wayne's World (1992) Bluray-2160p.mkv	mkv	/Volumes/media/media/movies/Wayne's World (1992)	Wayne's World (1992) Bluray-2160p.mkv	4948571114	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	6990287	3840	2160	bt709	bt709	bt709	tv	topleft	progressive	1	N/A	yuv420p10le	No	10	5663.368000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1	eng, eng, eng, fre, ger, ita, jpn, spa, spa, eng, fre, ger, ita, jpn, spa, spa	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	16	1704681910.9965758	1704681910.9965758
/Volumes/media/media/movies/Scarface (1983)/Scarface (1983) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Scarface (1983)	Scarface (1983) Bluray-1080p.mkv	8935959342	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	7014493	1920	816	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	10191.424000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	448000	N/A	1	eng	hdmv_pgs_subtitle	1	1697782305.276657	1697782305.276657
/Volumes/media/media/movies/Sherlock Holmes (2009)/Sherlock Holmes (2009) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Sherlock Holmes (2009)	Sherlock Holmes (2009) Bluray-1080p.mkv	6067627402	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	6300031	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	7704.885000	23.968	dts	DCA (DTS Coherent Acoustics)	6	48000	N/A	24	1	eng, fre, spa	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	3	1724583402.391216	1724583402.391216
/Volumes/media/media/movies/Avengers Infinity War (2018)/Avengers Infinity War (2018) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Avengers Infinity War (2018)	Avengers Infinity War (2018) Bluray-2160p SDR Handbrake.mkv	21574817489	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19258920	3840	1608	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	8962.005000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723569428.0582683	1723569428.0582683
/Volumes/media/media/movies/There's Something About Mary (1998)/There's Something About Mary (1998) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/There's Something About Mary (1998)	There's Something About Mary (1998) WEBDL-2160p.mkv	14769405462	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	16537606	3840	2160	bt2020nc	bt2020	smpte2084	tv	left	N/A	1	N/A	yuv420p10le	Yes	10	7144.640000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	256000	N/A	1	eng, eng, cze, dan, ger, gre, spa, spa, fin, fre, hun, ice, ita, jpn, kor, dut, nor, pol, por, por, rum, swe, tur, chi, chi, chi, spa	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	27	1697784592.5632217	1697784592.5632217
/Volumes/media/media/movies/Superbad (2007)/Superbad (2007) WEBDL-2160p Proper.mkv	mkv	/Volumes/media/media/movies/Superbad (2007)	Superbad (2007) WEBDL-2160p Proper.mkv	17883162834	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	21067698	3840	2072	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	6790.742000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	384000	N/A	1	ara, bul, cze, ger, gre, eng, spa, fre, heb, hin, hun, ita, pol, rus, slv, tur, ukr	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	17	1649873422.0	1649873422.0
/Volumes/media/media/movies/Men in Black (1997)/Men in Black (1997) WEBDL-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Men in Black (1997)	Men in Black (1997) WEBDL-2160p SDR Handbrake.mkv	14068494110	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19147549	3840	2076	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	5877.930000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1724671470.5243366	1724671470.5243366
/Volumes/media/media/movies/Coco (2017)/Coco (2017) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Coco (2017)	Coco (2017) Bluray-1080p.mkv	6470689354	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	8214119	1920	804	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	6302.016000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	8, 6	48000, 48000	N/A, 640000	24, N/A	2	chi	ass	1	1724509426.318263	1724509426.318263
/Volumes/media/media/movies/Grindhouse (2007)/Grindhouse (2007) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Grindhouse (2007)	Grindhouse (2007) Bluray-1080p.mkv	5071598854	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	3536177	1920	818	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	11473.629000	23.976	ac3, vorbis	ATSC A/52A (AC-3), Vorbis	6, 2	48000, 48000	448000, N/A	N/A, N/A	2	eng, spa	subrip, subrip	2	1724551593.6866415	1724551593.6866415
/Volumes/media/media/movies/E.T. the Extra-Terrestrial (1982)/E.T. the Extra-Terrestrial (1982) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/E.T. the Extra-Terrestrial (1982)	E.T. the Extra-Terrestrial (1982) Bluray-1080p.mkv	8609974360	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	10027532	1920	1040	N/A	N/A	N/A	tv	left	N/A	1	N/A	yuv420p	No	N/A	6869.067000	23.976	dts	DCA (DTS Coherent Acoustics)	8	48000	N/A	24	1	eng, spa	dvd_subtitle, dvd_subtitle	2	1697792473.5713687	1697792473.5713687
/Volumes/media/media/movies/Die Hard (1988)/Die Hard (1988) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Die Hard (1988)	Die Hard (1988) Bluray-1080p.mkv	6286078062	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	6341128	1920	820	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	7930.548000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	N/A	24	1			0	1724509807.8398778	1724509807.8398778
/Volumes/media/media/movies/Training Day (2001)/Training Day (2001) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Training Day (2001)	Training Day (2001) WEBDL-2160p.mkv	23126796897	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	25258624	3840	1632	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	7324.800000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	768000	N/A	1	eng, ara, chi, chi, cze, dan, ger, ger, spa, spa, fin, fre, heb, hun, ind, ita, kor, may, dut, nor, pol, por, por, rus, swe, tha, tur, chi	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	28	1676154531.0	1676154531.0
/Volumes/media/media/movies/Harry Potter and the Half-Blood Prince (2009)/Harry Potter and the Half-Blood Prince (2009) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Harry Potter and the Half-Blood Prince (2009)	Harry Potter and the Half-Blood Prince (2009) WEBDL-2160p.mkv	20889496905	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	18149425	3840	2160	N/A	N/A	N/A	pc	left	N/A	1	N/A	yuv420p10le	No	10	9207.783000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	256000	N/A	1	dan, fin, nor, swe	subrip, subrip, subrip, subrip	4	1701027421.3194265	1701027421.3194265
/Volumes/media/media/movies/Mad Max Fury Road (2015)/Mad Max Fury Road (2015) WEBDL-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Mad Max Fury Road (2015)	Mad Max Fury Road (2015) WEBDL-2160p SDR Handbrake.mkv	17094732134	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	18938706	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	7221.077000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723333033.243248	1723333033.243248
/Volumes/media/media/movies/The Pianist (2002)/The Pianist (2002) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/The Pianist (2002)	The Pianist (2002) Bluray-2160p SDR Handbrake.mkv	22613538404	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	20164861	3840	2076	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	8971.463000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723920022.460132	1723920022.460132
/Volumes/media/media/movies/Mission Impossible - Rogue Nation (2015)/Mission Impossible - Rogue Nation (2015) WEBDL-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Mission Impossible - Rogue Nation (2015)	Mission Impossible - Rogue Nation (2015) WEBDL-2160p SDR Handbrake.mkv	19163418503	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19421073	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	7893.866000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723363721.073671	1723363721.073671
/Volumes/media/media/movies/Snatch (2000)/Snatch (2000) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Snatch (2000)	Snatch (2000) Bluray-1080p.mkv	4500864744	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	5839395	1920	1040	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	6166.206000	23.976	dts, dts	DCA (DTS Coherent Acoustics), DCA (DTS Coherent Acoustics)	6, 6	48000, 48000	1536000, 768000	N/A, N/A	2	chi, chi, chi, chi	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	4	1724583188.5296085	1724583188.5296085
/Volumes/media/media/movies/Thor (2011)/Thor (2011) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Thor (2011)	Thor (2011) WEBDL-2160p.mkv	14930059545	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	17343432	3840	2160	N/A	N/A	N/A	pc	left	N/A	1	N/A	yuv420p10le	No	10	6886.784000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	768000	N/A	1	eng, eng, cze, dan, ger, gre, spa, spa, fin, fre, fre, hun, ice, ita, jpn, kor, dut, nor, pol, por, por, rum, slo, swe, tur, chi, chi, chi, fre	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	29	1710932390.0	1710932390.0
/Volumes/media/media/movies/National Lampoon's Van Wilder (2002)/National Lampoon's Van Wilder (2002) Remux-2160p.mkv	mkv	/Volumes/media/media/movies/National Lampoon's Van Wilder (2002)	National Lampoon's Van Wilder (2002) Remux-2160p.mkv	58258885130	matroska,webm	hevc (+1)	H.265 / HEVC (High Efficiency Video Coding) (+1)	Main 10 (+1)	153 (+1)	82752232	3840	2160	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	5632.127000	23.976	truehd, ac3	TrueHD, ATSC A/52A (AC-3)	8, 6	48000, 48000	N/A, 448000	24, N/A	2	eng, eng, spa	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	3	1697825378.020718	1697825378.020718
/Volumes/media/media/movies/Spider-Man No Way Home (2021)/Spider-Man No Way Home (2021) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Spider-Man No Way Home (2021)	Spider-Man No Way Home (2021) WEBDL-2160p.mkv	14754582591	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	12536009	3840	1596	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	9415.808000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	768000	N/A	1	eng, chi, chi, dan, ger, spa, spa, fin, fre, ita, dut, nor, por, por, swe, tha, N/A, vie	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	18	1666595901.0	1666595901.0
/Volumes/media/media/movies/Ace Ventura Pet Detective (1994)/Ace Ventura Pet Detective (1994) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Ace Ventura Pet Detective (1994)	Ace Ventura Pet Detective (1994) Bluray-1080p.mkv	6384942411	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	153	9898030	1920	1080	bt709	N/A	N/A	tv	left	N/A	1	N/A	yuv420p	No	N/A	5160.576000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	1536000	N/A	1	eng	hdmv_pgs_subtitle	1	1697833333.2828186	1697833333.2828186
/Volumes/media/media/movies/Liar Liar (1997)/Liar Liar (1997) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Liar Liar (1997)	Liar Liar (1997) Bluray-1080p.mkv	8987944610	matroska,webm	hevc (+1)	H.265 / HEVC (High Efficiency Video Coding) (+1)	Main 10 (+1)	153 (+1)	13854631	1920	1040	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	5189.857000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	N/A	24	1	eng	hdmv_pgs_subtitle	1	1697834187.902195	1697834187.902195
/Volumes/media/media/movies/DodgeBall A True Underdog Story (2004)/DodgeBall A True Underdog Story (2004) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/DodgeBall A True Underdog Story (2004)	DodgeBall A True Underdog Story (2004) Bluray-1080p.mkv	4452535372	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	6412802	1920	824	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	5554.558000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	1536000	N/A	1	eng, dut, fin, dan, nor, swe	subrip, subrip, subrip, subrip, subrip, subrip	6	1724509119.4895806	1724509119.4895806
/Volumes/media/media/movies/Office Space (1999)/Office Space (1999) WEBRip-2160p.mkv	mkv	/Volumes/media/media/movies/Office Space (1999)	Office Space (1999) WEBRip-2160p.mkv	26562136177	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	39683730	3840	2160	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	5354.766000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	N/A	24	1	eng, fre, spa	dvd_subtitle, dvd_subtitle, dvd_subtitle	3	1697836540.8403842	1697836540.8403842
/Volumes/media/media/movies/Taylor Swift Reputation Stadium Tour (2018)/Taylor Swift Reputation Stadium Tour (2018) WEBDL-1080p.mkv	mkv	/Volumes/media/media/movies/Taylor Swift Reputation Stadium Tour (2018)	Taylor Swift Reputation Stadium Tour (2018) WEBDL-1080p.mkv	4936244956	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	5244973	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	7529.105000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	448000	N/A	1	N/A, dan, ger, N/A, spa, spa, fin, fre, heb, N/A, ita, N/A, N/A, nor, dut, pol, por, por, N/A, N/A, swe, N/A, tur, N/A, N/A, eng	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	26	1724585269.4634879	1724585269.4634879
