File	Extension	File Path	Filename	File Size	Container Format	Codec	Codec Long Name	Profile	Level	Bitrate	Width	Height	Color Space	Color Primaries	Color Transfer	Color Range	Chroma Location	Field Order	Refs	Bits per Raw Sample	Pixel Format	HDR	Bit Depth	Duration	Frame Rate	Audio Codecs	Audio Codec Long Names	Audio Channels	Audio Sample Rates	Audio Bitrates	Audio Bit Depth	Audio Stream Count	Subtitle Languages	Subtitle Formats	Subtitle Stream Count	Creation Date	Modification Date	Issue Detected	Issue Description	Unknown metadata	Non-standard video codec	Non-standard audio codec	Problematic subtitle format	High bitrate	Low bitrate	Non-standard resolution	Non-standard frame rate	High bit depth	HDR content	4K content	Complex video profile	Variable frame rate	Interlaced content	High subtitle stream count	Uncommon container format	Very high bitrate	Multiple audio streams
/Volumes/media/media/movies/Straight Outta Compton (2015)/Straight Outta Compton (2015) Remux-2160p Proper.mkv	mkv	/Volumes/media/media/movies/Straight Outta Compton (2015)	Straight Outta Compton (2015) Remux-2160p Proper.mkv	67713709709	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	54133550	3840	2160	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	10006.912000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	8, 2	48000, 48000	N/A, 192000	24, N/A	2	eng, dan, dut, fin, fre, ger, nor, swe, eng, fre, ger	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	11	1680813428.5682337	1680813428.5682337	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (54.13 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 11	False	False	True	True	True	False	False	False	True	True	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Tangled (2010)/Tangled (2010) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Tangled (2010)	Tangled (2010) WEBDL-2160p.mkv	12899727886	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	17156539	3840	2160	N/A	N/A	N/A	pc	left	N/A	1	N/A	yuv420p10le	No	10	6015.072000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	768000	N/A	1	eng, eng, cze, gre, spa, hun, ice, pol, rum, slo, tur, chi, chi, chi	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	14	1710962007.0	1710962007.0	Yes	High bit depth video: 10-bit && High number of subtitle streams: 14	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Tarzan (1999)/Tarzan (1999) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Tarzan (1999)	Tarzan (1999) Bluray-1080p.mkv	2594897442	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	3908237	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	5311.648000	23.976	ac3, ac3	ATSC A/52A (AC-3), ATSC A/52A (AC-3)	6, 6	48000, 48000	640000, 448000	N/A, N/A	2	eng, eng, nor	subrip, ass, ass	3	1724583604.4520612	1724583604.4520612	No	No issues detected	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Tenet (2020)/Tenet (2020) Bluray-2160p.mkv	mkv	/Volumes/media/media/movies/Tenet (2020)	Tenet (2020) Bluray-2160p.mkv	7880283844	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	6996885	3840	2160	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p10le	No	10	9010.048000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1	eng, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A	subrip, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	22	1660631756.6594558	1660631756.6594558	Yes	Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bit depth video: 10-bit && High number of subtitle streams: 22	False	False	False	True	False	False	False	False	True	False	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Terkel in Trouble (2004)/Terkel in Trouble (2004) WEBDL-1080p.mkv	mkv	/Volumes/media/media/movies/Terkel in Trouble (2004)	Terkel in Trouble (2004) WEBDL-1080p.mkv	2257571827	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	3904698	1920	1080	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	4625.344000	25.000	ac3, ac3, ac3	ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3)	6, 6, 6	48000, 48000, 48000	448000, 640000, 448000	N/A, N/A, N/A	3	nor, dan, swe	subrip, subrip, dvd_subtitle	3	1724585063.6920037	1724585063.6920037	Yes	Potentially problematic subtitle format(s): dvd_subtitle	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Adventures of Ichabod and Mr. Toad (1949)/The Adventures of Ichabod and Mr. Toad (1949) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/The Adventures of Ichabod and Mr. Toad (1949)	The Adventures of Ichabod and Mr. Toad (1949) Bluray-1080p.mkv	2493787469	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	4883647	1440	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	4085.123000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	1536000	N/A	1	nor, eng	subrip, subrip	2	1724585499.4063194	1724585499.4063194	Yes	Non-standard audio codec(s): dts && Non-standard resolution: 1440x1080	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Aristocats (1970)/The Aristocats (1970) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/The Aristocats (1970)	The Aristocats (1970) Bluray-1080p.mkv	2694361814	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	4567324	1808	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	4719.370000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	6, 6	48000, 48000	1536000, 384000	N/A, N/A	2	eng, eng, nor, nor	subrip, subrip, subrip, subrip	4	1724586379.9142063	1724586379.9142063	Yes	Non-standard audio codec(s): dts && Non-standard resolution: 1808x1080	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Big Lebowski (1998)/The Big Lebowski (1998) Remux-2160p.mkv	mkv	/Volumes/media/media/movies/The Big Lebowski (1998)	The Big Lebowski (1998) Remux-2160p.mkv	56085711064	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	63804817	3840	2160	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	7032.160000	23.976	dts	DCA (DTS Coherent Acoustics)	8	48000	N/A	24	1	eng, fre, jpn, por, spa	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	5	1680839416.7437427	1680839416.7437427	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (63.80 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping	False	False	True	True	True	False	False	False	True	True	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Big Short (2015)/The Big Short (2015) Remux-1080p.mkv	mkv	/Volumes/media/media/movies/The Big Short (2015)	The Big Short (2015) Remux-1080p.mkv	10944700565	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	11202569	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	7815.850000	23.976	dts	DCA (DTS Coherent Acoustics)	8	48000	N/A	24	1	eng, eng, fre, spa, por	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	5	1724591169.7137625	1724591169.7137625	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Black Cauldron (1985)/The Black Cauldron (1985) WEBRip-2160p.mkv	mkv	/Volumes/media/media/movies/The Black Cauldron (1985)	The Black Cauldron (1985) WEBRip-2160p.mkv	11653748426	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	19391112	3840	1634	bt2020nc	bt2020	smpte2084	tv	left	N/A	1	N/A	yuv420p10le	Yes	10	4807.872000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	640000	N/A	1	eng	subrip	1	1697787185.268748	1697787185.268748	Yes	Non-standard resolution: 3840x1634 && High bit depth video: 10-bit && HDR content may require tone-mapping	False	False	False	False	False	False	True	False	True	True	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Dark Knight (2008)/The Dark Knight (2008) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/The Dark Knight (2008)	The Dark Knight (2008) Remux-2160p SDR Handbrake.mkv	23012800228	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	20159553	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	9132.266000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723142064.4038486	1723142064.4038486	Yes	Some file information couldn't be determined && High bitrate (20.16 Mbps) may cause buffering && Non-standard resolution: 3840x1600	True	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Dark Knight Rises (2012)/The Dark Knight Rises (2012) Remux-2160p Proper SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/The Dark Knight Rises (2012)	The Dark Knight Rises (2012) Remux-2160p Proper SDR Handbrake.mkv	24872542474	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	20161257	3840	2160	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	9869.441000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723177483.8261814	1723177483.8261814	Yes	Some file information couldn't be determined && High bitrate (20.16 Mbps) may cause buffering	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Departed (2006)/The Departed (2006) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/The Departed (2006)	The Departed (2006) Bluray-2160p SDR Handbrake.mkv	22870856529	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	20153282	3840	1608	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	9078.762000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723205013.5152514	1723205013.5152514	Yes	Some file information couldn't be determined && High bitrate (20.15 Mbps) may cause buffering && Non-standard resolution: 3840x1608	True	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Emperor's New Groove (2000)/The Emperor's New Groove (2000) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/The Emperor's New Groove (2000)	The Emperor's New Groove (2000) Bluray-1080p.mkv	2305029463	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	3910355	1824	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	4715.744000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	6, 6	48000, 48000	1536000, 448000	N/A, N/A	2	eng, eng, nor	ass, ass, ass	3	1724588063.8400123	1724588063.8400123	Yes	Non-standard audio codec(s): dts && Non-standard resolution: 1824x1080	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Empire Strikes Back (1980)/The Empire Strikes Back (1980) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/The Empire Strikes Back (1980)	The Empire Strikes Back (1980) Bluray-1080p.mkv	11351790669	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	11884252	1920	818	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p	No	N/A	7641.568000	23.976	dts, dts, ac3, ac3, dts, ac3, ac3, ac3	DCA (DTS Coherent Acoustics), DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3), ATSC A/52A (AC-3), DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3)	7, 7, 6, 6, 6, 6, 2, 2	48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000	N/A, 1536000, 448000, 448000, 768000, 448000, 224000, 224000	24, N/A, N/A, N/A, N/A, N/A, N/A, N/A	8	N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	29	1697794801.8650584	1697794801.8650584	Yes	Non-standard audio codec(s): dts, dts, dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 1920x818 && High number of subtitle streams: 29 && Multiple audio streams: 8	False	False	True	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True
/Volumes/media/media/movies/The Fast and the Furious (2001)/The Fast and the Furious (2001) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/The Fast and the Furious (2001)	The Fast and the Furious (2001) WEBDL-2160p.mkv	8122514446	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	10135001	3840	1634	bt2020nc	bt2020	smpte2084	tv	left	N/A	1	N/A	yuv420p	Yes	N/A	6411.456000	23.976	dts	DCA (DTS Coherent Acoustics)	8	48000	N/A	24	1	eng, fre, spa, jpn, por, nor	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, subrip	6	1697281289.751883	1697281289.751883	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 3840x1634 && HDR content may require tone-mapping && High number of subtitle streams: 6	False	False	True	True	False	False	True	False	False	True	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/The Fifth Element (1997)/The Fifth Element (1997) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/The Fifth Element (1997)	The Fifth Element (1997) Remux-2160p SDR Handbrake.mkv	19123117964	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	20156897	3840	1604	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	7589.707000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723229562.5991096	1723229562.5991096	Yes	Some file information couldn't be determined && High bitrate (20.16 Mbps) may cause buffering && Non-standard resolution: 3840x1604	True	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Fox and the Hound (1981)/The Fox and the Hound (1981) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/The Fox and the Hound (1981)	The Fox and the Hound (1981) Bluray-1080p.mkv	6490677700	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	10419159	1800	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	4983.648000	23.976	dts, ac3, ac3, ac3, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3)	6, 6, 6, 6, 6	48000, 48000, 48000, 48000, 48000	1536000, 640000, 640000, 640000, 640000	N/A, N/A, N/A, N/A, N/A	5	eng, nor, dan	hdmv_pgs_subtitle, subrip, subrip	3	1724588800.6607542	1724588800.6607542	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle && Non-standard resolution: 1800x1080 && Multiple audio streams: 5	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
/Volumes/media/media/movies/The French Dispatch (2021)/The French Dispatch (2021) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/The French Dispatch (2021)	The French Dispatch (2021) WEBDL-2160p.mkv	10052697952	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	12451628	3840	2076	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	6458.720000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	384000	N/A	1			0	1697793799.2673304	1697793799.2673304	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x2076 && High bit depth video: 10-bit	True	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Godfather (1972)/The Godfather (1972) Remux-2160p Proper.mkv	mkv	/Volumes/media/media/movies/The Godfather (1972)	The Godfather (1972) Remux-2160p Proper.mkv	85649102152	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	64624011	3840	2160	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	10602.759000	23.976	truehd, ac3, ac3, ac3	TrueHD, ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3)	6, 6, 2, 2	48000, 48000, 48000, 48000	N/A, 640000, 224000, 224000	24, N/A, N/A, N/A	4	eng, eng, eng, chi, chi, chi, dan, dut, fin, fre, ger, gre, hin, hun, ind, ita, jpn, kor, nor, pol, por, por, rus, spa, spa, swe, tha, tur, eng, fre, ger, ita, jpn, kor, por, spa, spa	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	37	1697665594.0434659	1697665594.0434659	Yes	Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (64.62 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 37 && Multiple audio streams: 4	False	False	True	True	True	False	False	False	True	True	False	False	False	False	True	False	False	True
/Volumes/media/media/movies/The Godfather Part II (1974)/The Godfather Part II (1974) Remux-2160p.mkv	mkv	/Volumes/media/media/movies/The Godfather Part II (1974)	The Godfather Part II (1974) Remux-2160p.mkv	86326136565	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	57075499	3840	2160	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	12099.922000	23.976	truehd, ac3, ac3, ac3	TrueHD, ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3)	6, 6, 2, 2	48000, 48000, 48000, 48000	N/A, 640000, 224000, 224000	24, N/A, N/A, N/A	4	eng, eng, eng, chi, chi, chi, dan, dut, fin, fre, ger, gre, hin, hun, ind, ita, jpn, kor, nor, pol, por, por, rus, spa, spa, swe, tha, tur, eng, fre, ger, ita, jpn, kor, por, spa, spa	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	37	1697666072.3337555	1697666072.3337555	Yes	Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (57.08 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 37 && Multiple audio streams: 4	False	False	True	True	True	False	False	False	True	True	False	False	False	False	True	False	False	True
